order_id,user_id,order_timestamp,amount,currency,payment_method,status
47,13,2025-10-02 09:22:29,55.7,AUD,card,paid
48,261,2025-10-02 16:35:39,156.16,AUD,card,paid
49,296,2025-10-02 11:56:36,55.56,AUD,bank_transfer,paid
50,334,2025-10-02 04:48:25,46.55,AUD,paypal,paid
51,436,2025-10-02 21:31:14,112.93,AUD,card,paid
52,477,2025-10-02 04:31:58,41.56,AUD,card,pending
53,745,2025-10-02 14:40:10,48.82,AUD,bank_transfer,pending
54,848,2025-10-02 23:51:55,86.44,AUD,paypal,pending
55,893,2025-10-02 10:30:20,101.73,AUD,bank_transfer,paid
56,932,2025-10-02 17:10:00,115.49,AUD,card,pending
57,942,2025-10-02 19:42:22,47.64,AUD,paypal,paid
58,954,2025-10-02 05:44:21,87.2,AUD,paypal,paid
59,1051,2025-10-02 23:09:54,54.07,AUD,card,paid
60,1098,2025-10-02 08:33:36,50.78,AUD,card,paid
61,1137,2025-10-02 03:34:10,114.6,AUD,card,pending
62,1237,2025-10-02 21:42:17,52.08,AUD,card,refunded
63,1287,2025-10-02 18:04:17,75.58,AUD,paypal,paid
64,1317,2025-10-02 11:04:26,71.52,AUD,paypal,paid
65,1320,2025-10-02 07:24:04,41.19,AUD,paypal,paid
66,1364,2025-10-02 14:41:59,103.0,AUD,paypal,paid
67,1486,2025-10-02 07:37:08,85.81,AUD,card,paid
68,1516,2025-10-02 16:14:51,27.28,AUD,card,paid
69,1692,2025-10-02 09:16:20,75.55,AUD,paypal,paid
70,1706,2025-10-02 20:13:42,47.09,AUD,card,paid
71,1918,2025-10-02 21:00:04,109.25,AUD,card,paid
72,1984,2025-10-02 20:55:41,34.8,AUD,card,paid
73,2246,2025-10-02 00:50:17,56.8,AUD,card,paid
74,2353,2025-10-02 02:45:26,78.49,AUD,card,paid
75,2393,2025-10-02 12:21:48,68.34,AUD,card,paid
76,2515,2025-10-02 06:31:26,94.0,AUD,card,paid
77,2554,2025-10-02 08:11:51,33.67,AUD,bank_transfer,paid
78,2568,2025-10-02 02:46:42,140.24,AUD,paypal,paid
79,2569,2025-10-02 13:29:46,84.46,AUD,paypal,paid
80,2653,2025-10-02 19:05:37,122.96,AUD,card,paid
81,2704,2025-10-02 17:57:48,98.83,AUD,paypal,paid
82,2718,2025-10-02 07:30:48,66.34,AUD,paypal,paid
83,2800,2025-10-02 11:12:04,37.42,AUD,card,paid
84,2806,2025-10-02 18:34:37,51.75,AUD,bank_transfer,paid
85,2808,2025-10-02 22:05:17,136.36,AUD,card,paid
86,2913,2025-10-02 20:37:12,124.39,AUD,bank_transfer,paid
