event_id,user_id,event_type,event_timestamp,device,channel,session_id
2364,7,view,2025-10-04 03:56:51,mobile,search,aab2508c-865
2365,15,view,2025-10-04 13:34:26,desktop,search,32de64bd-6e9
2366,37,view,2025-10-04 10:08:33,desktop,social,529191a6-328
2367,41,view,2025-10-04 21:01:54,mobile,social,23b7403f-ac1
2368,49,view,2025-10-04 23:10:11,mobile,email,5a98c41e-041
2369,57,view,2025-10-04 04:23:36,mobile,search,35754749-2f8
2370,62,view,2025-10-04 09:00:41,mobile,direct,064f622a-2d1
2371,63,view,2025-10-04 04:20:20,tablet,direct,18ef339c-3d8
2372,71,view,2025-10-04 06:20:44,mobile,direct,9465878b-e8f
2373,77,view,2025-10-04 14:30:00,desktop,search,4da5f1b3-d97
2374,79,view,2025-10-04 08:46:29,mobile,referral,8cfaccb0-d8d
2375,100,view,2025-10-04 12:46:26,mobile,search,60f12cd4-e90
2376,101,view,2025-10-04 14:28:06,mobile,search,269a28ef-416
2377,102,view,2025-10-04 19:54:06,mobile,email,4519c782-b0f
2378,104,view,2025-10-04 09:36:25,mobile,email,6da3a7bf-a43
2379,105,view,2025-10-04 20:02:29,mobile,search,be5d3e44-52e
2380,112,view,2025-10-04 10:18:07,mobile,direct,30bc4938-4c8
2381,114,view,2025-10-04 02:00:31,desktop,direct,9e9006b6-ab3
2382,116,view,2025-10-04 03:06:54,mobile,search,e8d85839-5cb
2383,118,view,2025-10-04 19:00:13,tablet,social,5ca1a904-025
2384,119,view,2025-10-04 00:19:07,desktop,social,39dfcc51-0c9
2385,121,view,2025-10-04 13:43:09,mobile,search,230d4bd8-15b
2386,141,view,2025-10-04 02:06:49,mobile,email,0749c60b-b1b
2387,156,view,2025-10-04 02:42:17,mobile,social,e6770652-d68
2388,161,view,2025-10-04 10:12:31,mobile,referral,d1a48e3d-8be
2389,166,view,2025-10-04 11:21:42,mobile,email,7c4ffdbf-a8c
2390,170,view,2025-10-04 01:33:26,tablet,direct,08d943fe-38b
2391,177,view,2025-10-04 16:12:10,mobile,direct,ffc15b6b-928
2392,178,view,2025-10-04 14:06:15,desktop,search,fecc172b-716
2393,183,view,2025-10-04 12:24:46,mobile,search,0d738e1a-e9d
2394,191,view,2025-10-04 13:29:41,mobile,search,c99238bc-2cb
2395,193,view,2025-10-04 13:51:14,desktop,direct,a201b284-0a8
2396,194,view,2025-10-04 00:18:15,mobile,email,004177e4-8b7
2397,195,view,2025-10-04 23:49:07,desktop,search,0837bf55-ba3
2398,196,view,2025-10-04 18:07:42,mobile,email,d2b2997c-cc4
2399,201,view,2025-10-04 23:56:45,desktop,search,d30babfd-54f
2400,205,view,2025-10-04 23:01:55,desktop,direct,409bfd3f-d64
2401,207,view,2025-10-04 06:07:45,mobile,direct,bd70e70f-04a
2402,214,view,2025-10-04 13:34:04,desktop,direct,312bb014-794
2403,221,view,2025-10-04 10:23:49,mobile,direct,f44a9049-183
2404,225,view,2025-10-04 22:41:57,mobile,social,740b26d0-d09
2405,236,view,2025-10-04 23:31:43,mobile,direct,a054627a-342
2406,252,view,2025-10-04 02:48:07,mobile,social,41e89c51-077
2407,253,view,2025-10-04 01:34:42,mobile,direct,0b441d0e-da3
2408,261,view,2025-10-04 10:45:29,desktop,direct,2e563ab4-c99
2409,271,view,2025-10-04 16:31:00,mobile,social,f3192909-8b1
2410,275,view,2025-10-04 20:18:08,desktop,search,e11d70f6-d3e
2411,297,view,2025-10-04 15:56:38,tablet,search,e5ceac95-8ab
2412,342,view,2025-10-04 04:34:28,desktop,search,6a8fd80e-7b0
2413,346,view,2025-10-04 20:10:20,desktop,direct,b7bd0468-8fa
2414,348,view,2025-10-04 12:10:48,desktop,search,bcddc459-072
2415,358,view,2025-10-04 05:19:23,mobile,search,cd2268c6-068
2416,365,view,2025-10-04 19:53:11,mobile,direct,d32110a5-616
2417,374,view,2025-10-04 18:56:45,desktop,search,bd428c9b-b60
2418,376,view,2025-10-04 21:32:44,mobile,email,d68b1837-03d
2419,377,view,2025-10-04 18:29:04,mobile,direct,54767e2a-26b
2420,382,view,2025-10-04 14:18:36,mobile,referral,a8d77a85-bd7
2421,384,view,2025-10-04 04:18:43,mobile,direct,05cbdb70-924
2422,410,view,2025-10-04 12:35:07,tablet,social,b732034c-67d
