event_id,user_id,event_type,event_timestamp,device,channel,session_id
2944,5,view,2025-10-05 03:40:17,desktop,direct,ec90345f-8ea
2945,8,view,2025-10-05 11:36:10,mobile,email,3d94c528-4b3
2946,27,view,2025-10-05 12:34:32,tablet,search,b4c857a6-a19
2947,32,view,2025-10-05 19:34:21,mobile,social,e9b1a71c-1c2
2948,51,view,2025-10-05 23:04:13,mobile,direct,4e7c0ccc-52d
2949,56,view,2025-10-05 17:08:44,desktop,search,0c4b3942-4bb
2950,58,view,2025-10-05 04:13:38,mobile,direct,a1285ba7-4b3
2951,60,view,2025-10-05 10:27:13,desktop,social,ebb00bd7-b70
2952,70,view,2025-10-05 11:32:08,mobile,social,24719efb-84a
2953,71,view,2025-10-05 14:29:12,desktop,direct,0758b26b-852
2954,80,view,2025-10-05 02:38:33,mobile,direct,31d5440e-501
2955,103,view,2025-10-05 11:13:54,mobile,social,ea5ff20f-48b
2956,110,view,2025-10-05 12:08:24,desktop,direct,1f489f02-f33
2957,121,view,2025-10-05 21:45:53,mobile,search,b5d5c46b-d1c
2958,128,view,2025-10-05 20:15:01,mobile,search,fced6a14-737
2959,136,view,2025-10-05 16:55:22,desktop,direct,336b3f95-da5
2960,144,view,2025-10-05 13:58:13,tablet,search,049a3ebb-fc8
2961,156,view,2025-10-05 15:21:12,mobile,search,3c3dd723-375
2962,158,view,2025-10-05 19:32:48,mobile,search,0ea19ffa-84f
2963,162,view,2025-10-05 02:24:30,desktop,search,3ace0fe9-13b
2964,173,view,2025-10-05 07:43:29,desktop,social,2f7cb2ec-678
2965,185,view,2025-10-05 05:01:09,tablet,direct,2ca05bc7-747
2966,186,view,2025-10-05 22:25:02,mobile,search,edbd66a8-a5b
2967,191,view,2025-10-05 01:30:59,mobile,direct,f951862c-369
2968,203,view,2025-10-05 07:54:36,mobile,email,caa01b86-fa0
2969,223,view,2025-10-05 17:18:09,mobile,direct,876edfd6-6c2
2970,231,view,2025-10-05 07:32:57,mobile,social,6a003bbf-cf7
2971,243,view,2025-10-05 00:57:03,mobile,search,b2f80646-0bd
2972,244,view,2025-10-05 16:56:41,mobile,email,7310f8d7-fa9
2973,249,view,2025-10-05 05:39:20,mobile,search,6b0702dd-cdd
2974,253,view,2025-10-05 18:35:34,desktop,search,f1bddf11-b54
2975,257,view,2025-10-05 08:23:52,desktop,social,794f721a-e93
2976,271,view,2025-10-05 12:29:00,mobile,search,9121a764-f7a
2977,308,view,2025-10-05 01:29:21,desktop,email,279e29f0-2ba
2978,313,view,2025-10-05 00:23:21,tablet,direct,3e130ff5-ac3
2979,315,view,2025-10-05 18:35:48,mobile,search,72cf817f-5bf
2980,323,view,2025-10-05 06:20:14,mobile,social,c2ee8598-bcf
2981,325,view,2025-10-05 00:53:50,mobile,email,5fbd8e33-bc4
2982,330,view,2025-10-05 10:47:04,mobile,social,ba7a7356-2f3
2983,341,view,2025-10-05 14:00:16,mobile,search,d012634d-506
2984,354,view,2025-10-05 22:41:55,mobile,referral,e5270ce2-1f9
2985,355,view,2025-10-05 16:39:49,mobile,direct,bea2ff95-225
2986,358,view,2025-10-05 19:56:52,mobile,direct,8e5dc14f-127
