order_id,user_id,order_timestamp,amount,currency,payment_method,status
187,3,2025-10-06 19:03:21,66.59,AUD,card,paid
188,33,2025-10-06 12:47:26,171.94,AUD,paypal,paid
189,139,2025-10-06 07:41:34,43.31,AUD,card,pending
190,143,2025-10-06 04:49:03,42.12,AUD,paypal,paid
191,215,2025-10-06 04:16:46,118.17,AUD,bank_transfer,paid
192,251,2025-10-06 09:39:35,61.41,AUD,card,paid
193,277,2025-10-06 17:17:20,113.07,AUD,card,paid
194,308,2025-10-06 09:18:09,59.17,AUD,paypal,paid
195,335,2025-10-06 20:20:36,115.4,AUD,card,pending
196,359,2025-10-06 22:16:30,58.86,AUD,card,paid
197,593,2025-10-06 09:27:02,63.04,AUD,card,paid
198,647,2025-10-06 18:51:21,41.82,AUD,paypal,paid
199,725,2025-10-06 09:33:49,145.12,AUD,card,paid
200,844,2025-10-06 03:39:30,47.5,AUD,card,paid
201,864,2025-10-06 19:42:34,37.54,AUD,card,paid
202,882,2025-10-06 04:51:15,138.25,AUD,card,paid
203,971,2025-10-06 07:34:56,89.7,AUD,card,paid
204,1254,2025-10-06 06:08:43,136.05,AUD,card,paid
205,1293,2025-10-06 01:56:00,48.38,AUD,card,paid
206,1361,2025-10-06 13:32:03,87.56,AUD,card,paid
207,1397,2025-10-06 16:13:28,125.22,AUD,card,paid
208,1474,2025-10-06 09:32:19,39.88,AUD,card,paid
209,1514,2025-10-06 09:56:23,77.24,AUD,paypal,paid
210,1528,2025-10-06 20:09:02,54.38,AUD,card,paid
211,1532,2025-10-06 05:30:30,55.87,AUD,card,paid
212,1603,2025-10-06 23:09:09,46.09,AUD,card,paid
213,1644,2025-10-06 22:32:09,80.79,AUD,bank_transfer,paid
214,1664,2025-10-06 22:02:35,59.93,AUD,paypal,paid
215,1783,2025-10-06 04:37:05,43.97,AUD,card,paid
216,1801,2025-10-06 23:19:47,126.34,AUD,bank_transfer,paid
217,1826,2025-10-06 11:08:26,68.25,AUD,card,paid
218,1840,2025-10-06 04:19:35,32.94,AUD,card,paid
219,1935,2025-10-06 12:10:48,48.99,AUD,card,paid
220,2044,2025-10-06 20:07:03,34.26,AUD,card,paid
221,2125,2025-10-06 10:31:43,50.31,AUD,card,paid
222,2151,2025-10-06 21:39:48,78.13,AUD,paypal,paid
223,2219,2025-10-06 19:41:53,88.11,AUD,card,paid
224,2234,2025-10-06 09:46:08,97.54,AUD,card,paid
225,2249,2025-10-06 23:37:58,50.37,AUD,card,paid
226,2479,2025-10-06 12:11:18,56.81,AUD,card,paid
227,2639,2025-10-06 22:09:52,81.28,AUD,paypal,paid
228,2804,2025-10-06 20:25:01,98.32,AUD,card,paid
229,2930,2025-10-06 01:55:02,62.61,AUD,card,paid
230,2973,2025-10-06 22:59:57,89.03,AUD,paypal,paid
231,2980,2025-10-06 22:23:44,51.83,AUD,bank_transfer,paid
