event_id,user_id,event_type,event_timestamp,device,channel,session_id
4380,15,view,2025-10-07 13:26:29,mobile,search,2bdbdbac-f34
4381,20,view,2025-10-07 13:15:59,desktop,direct,7817b3c7-1e3
4382,32,view,2025-10-07 10:35:02,mobile,search,98654086-ea0
4383,41,view,2025-10-07 20:45:15,mobile,direct,a6bfb232-6b4
4384,46,view,2025-10-07 05:43:38,desktop,direct,7097fd4f-f30
4385,51,view,2025-10-07 09:58:06,mobile,direct,8c48f5c2-6b2
4386,60,view,2025-10-07 00:18:03,mobile,social,16de368a-5c5
4387,61,view,2025-10-07 13:57:16,mobile,direct,3cbf9565-10d
4388,66,view,2025-10-07 14:08:21,mobile,search,41f0ccbd-6d7
4389,95,view,2025-10-07 14:31:58,mobile,direct,e0c79495-fba
4390,103,view,2025-10-07 16:23:19,desktop,social,f2c6611e-c82
4391,108,view,2025-10-07 19:11:22,mobile,direct,d92ed3c1-556
4392,118,view,2025-10-07 17:50:18,mobile,direct,136fa312-518
4393,138,view,2025-10-07 09:28:38,mobile,search,ea4c37ee-93e
4394,143,view,2025-10-07 05:06:18,mobile,referral,cfe7b4cd-128
4395,148,view,2025-10-07 03:55:40,desktop,social,90470cac-f61
4396,150,view,2025-10-07 22:57:43,desktop,search,f1626bd4-fda
4397,151,view,2025-10-07 10:00:50,mobile,direct,49989cc9-9e0
4398,158,view,2025-10-07 14:48:05,desktop,direct,83de70f5-836
4399,160,view,2025-10-07 01:50:11,mobile,social,7b7bf38f-b37
4400,162,view,2025-10-07 12:02:04,desktop,social,69b4cf89-692
4401,163,view,2025-10-07 16:14:10,desktop,search,6e861fa8-e74
4402,164,view,2025-10-07 14:36:19,mobile,search,6859d506-fc5
4403,169,view,2025-10-07 17:12:58,mobile,social,0cc49e0d-5ad
4404,170,view,2025-10-07 10:12:33,desktop,search,6c1ee977-741
4405,187,view,2025-10-07 06:09:00,desktop,search,790f5bb9-2dd
4406,197,view,2025-10-07 10:53:29,desktop,direct,5900b85e-c6b
4407,205,view,2025-10-07 02:12:56,mobile,direct,fa99e596-0d1
4408,207,view,2025-10-07 05:42:17,mobile,search,188d83d3-b38
4409,215,view,2025-10-07 08:53:59,mobile,social,eaac8a98-7fb
4410,221,view,2025-10-07 16:20:26,mobile,social,e2a79a55-b46
4411,222,view,2025-10-07 18:44:45,desktop,social,d1c713f0-677
4412,227,view,2025-10-07 16:36:27,desktop,referral,91bb508e-477
4413,232,view,2025-10-07 06:04:37,mobile,search,e775de30-088
4414,250,view,2025-10-07 00:52:13,mobile,direct,1b9fbcc8-8e8
4415,257,view,2025-10-07 03:15:09,mobile,direct,2fad374b-b05
4416,260,view,2025-10-07 00:35:34,mobile,referral,d90747b4-e9b
4417,262,view,2025-10-07 09:16:18,mobile,search,7a804cbf-18a
4418,264,view,2025-10-07 11:12:14,desktop,social,a8fc0a9d-549
4419,272,view,2025-10-07 16:14:51,desktop,search,e4805921-587
4420,274,view,2025-10-07 06:15:01,mobile,search,13d040ae-fba
4421,277,view,2025-10-07 09:05:31,desktop,direct,08ed5615-65a
4422,279,view,2025-10-07 07:28:26,mobile,email,e376a79f-91c
4423,280,view,2025-10-07 09:48:49,mobile,direct,8c4dbff8-094
4424,283,view,2025-10-07 09:19:56,mobile,email,0b48e038-c21
4425,286,view,2025-10-07 05:01:19,mobile,direct,e7cf6b49-c25
4426,290,view,2025-10-07 11:59:24,tablet,direct,04f43122-e75
4427,296,view,2025-10-07 12:00:33,desktop,direct,a6d4c003-d93
4428,298,view,2025-10-07 21:16:48,mobile,email,1a803491-f57
4429,300,view,2025-10-07 06:09:18,desktop,direct,2456f205-876
4430,302,view,2025-10-07 10:03:53,mobile,search,0e54e098-56c
4431,308,view,2025-10-07 13:43:37,mobile,direct,fac48cee-88b
4432,309,view,2025-10-07 09:27:37,desktop,direct,ffbf5438-167
4433,312,view,2025-10-07 10:36:19,mobile,search,8efa45a3-1c4
4434,317,view,2025-10-07 07:46:07,mobile,referral,d6cf6f73-d24
4435,326,view,2025-10-07 22:53:12,tablet,email,9a4c2b82-6ec
4436,330,view,2025-10-07 15:05:44,mobile,direct,cbed910b-ec0
4437,334,view,2025-10-07 21:11:43,mobile,email,1869ac09-c47
4438,338,view,2025-10-07 00:31:36,desktop,search,67ddf521-ba3
4439,342,view,2025-10-07 05:25:38,mobile,direct,e24cada3-608
4440,354,view,2025-10-07 16:10:33,desktop,search,7d1c3aba-a60
4441,357,view,2025-10-07 03:14:51,desktop,direct,3a87da84-15f
4442,364,view,2025-10-07 23:12:11,desktop,email,e7512277-d00
4443,370,view,2025-10-07 06:20:18,mobile,search,fd0017bd-ee2
4444,376,view,2025-10-07 05:47:40,desktop,direct,b79563b2-942
4445,377,view,2025-10-07 17:47:30,mobile,search,44176957-0cf
4446,381,view,2025-10-07 08:55:06,mobile,search,f104797c-fdf
4447,385,view,2025-10-07 06:52:41,mobile,search,e4af6f47-8e5
4448,394,view,2025-10-07 21:54:12,mobile,search,b87ab684-155
4449,397,view,2025-10-07 21:35:33,mobile,search,18ad634d-da5
